ID,Sex,Age,Education,Income,Settlement size,Marital status_single,Occupation_skilled employee / official,Occupation_unemployed / unskilled
100000604,1,28,1.0,151580,2,False,False,False
100000605,1,23,1.0,115681,1,False,True,False
100000606,0,22,0.0,131699,1,True,True,False
100000607,0,74,2.0,192481,1,True,False,False
100000608,1,50,2.0,155122,2,False,True,False
100000609,0,33,1.0,106015,2,True,True,False
100000610,0,45,1.0,108378,0,True,True,False
100000611,1,22,1.0,105257,1,False,True,False
100000612,1,48,2.0,118788,0,False,False,True
100000613,1,29,1.0,162955,2,False,True,False
100000614,1,22,1.0,119511,2,False,True,False
100000615,1,22,1.0,102000,0,False,True,False
100000616,0,48,1.0,254449,1,True,False,False
100000617,0,27,0.0,208446,2,True,False,False
100000618,0,37,1.0,124805,0,True,True,False
100000619,1,21,1.0,139379,0,False,True,False
100000620,0,49,2.0,78296,0,False,False,True
100000621,0,27,0.0,125598,1,True,True,False
100000622,0,32,0.0,100215,2,True,True,False
100000623,0,38,1.0,130951,2,False,True,False
100000624,1,22,1.0,102480,2,False,True,False
100000625,0,65,2.0,136812,1,True,True,False
100000626,0,35,1.0,106919,1,True,True,False
100000627,0,41,1.0,131020,2,True,True,False
100000628,0,29,0.0,119429,1,True,True,False
100000629,0,36,1.0,154521,1,True,True,False
100000630,0,64,2.0,117842,0,True,False,True
100000631,1,28,1.0,124566,2,False,True,False
100000632,0,44,1.0,110009,2,True,True,False
100000633,0,23,0.0,101210,1,True,True,False
100000634,1,19,1.0,101258,0,False,True,False
100000635,1,25,1.0,79045,0,False,False,True
100000636,0,47,1.0,110866,0,True,True,False
100000637,1,28,1.0,129640,2,False,True,False
100000638,0,21,0.0,227021,1,True,True,False
100000639,1,34,1.0,108549,1,False,True,False
100000640,0,26,0.0,122693,0,True,True,False
100000641,1,27,1.0,35832,0,False,False,True
100000642,0,38,1.0,81870,0,True,False,True
100000643,0,40,1.0,179790,2,True,False,False
100000644,0,33,1.0,107158,1,False,True,False
100000645,0,32,1.0,136638,1,False,False,False
100000646,0,27,0.0,158147,2,True,True,False
100000647,0,32,1.0,132587,2,False,True,False
100000648,1,26,1.0,128140,2,False,True,False
100000649,0,38,1.0,117405,1,True,True,False
100000650,0,40,1.0,68475,0,True,False,True
100000651,0,50,1.0,201656,2,True,False,False
100000652,0,37,1.0,86967,0,True,False,True
100000653,0,45,1.0,118006,1,True,True,False
100000654,0,42,1.0,223630,2,True,False,False
100000655,0,35,1.0,110442,0,True,True,False
100000656,0,22,0.0,115691,2,True,True,False
100000657,0,41,1.0,80232,0,True,False,True
100000658,0,37,1.0,187647,1,True,True,False
100000659,1,28,1.0,138952,1,False,True,False
100000660,0,41,1.0,162772,2,True,True,False
100000661,0,23,1.0,111862,1,False,True,False
100000662,0,23,1.0,90051,1,False,True,False
100000663,0,50,1.0,121400,1,True,True,False
100000664,0,35,1.0,137000,2,True,False,False
100000665,1,50,2.0,105031,0,False,False,True
100000666,0,27,0.0,172153,2,True,False,False
100000667,0,34,1.0,170184,1,True,True,False
100000668,1,27,1.0,123279,1,False,True,False
100000669,0,43,1.0,140795,0,True,True,False
100000670,0,47,1.0,144456,0,True,True,False
100000671,0,27,0.0,104773,0,True,False,True
100000672,0,31,0.0,153353,1,True,True,False
100000673,0,42,1.0,223018,1,True,False,False
100000674,0,24,1.0,129177,2,False,True,False
100000675,0,41,1.0,114475,1,True,False,True
100000676,1,26,1.0,161323,1,False,False,False
100000677,0,33,1.0,135765,2,True,True,False
100000678,0,24,1.0,158421,0,False,True,False
100000679,0,64,2.0,103941,0,True,False,True
100000680,1,26,1.0,101783,2,False,True,False
100000681,1,56,2.0,126531,1,False,True,False
100000682,0,37,1.0,111394,1,True,True,False
100000683,0,33,1.0,103577,2,False,True,False
100000684,0,47,2.0,149545,1,False,True,False
100000685,0,31,0.0,171857,0,True,False,True
100000686,0,34,1.0,149782,1,True,True,False
100000687,0,27,0.0,112470,1,True,True,False
100000688,0,30,0.0,133907,2,True,True,False
100000689,0,35,1.0,127849,1,True,True,False
100000690,0,31,0.0,160279,2,True,True,False
100000691,0,25,1.0,92366,2,False,True,False
100000692,1,25,1.0,104794,0,False,False,True
100000693,0,29,0.0,133436,1,True,True,False
100000694,0,44,1.0,110374,0,True,False,True
100000695,0,28,0.0,104263,1,True,True,False
100000696,0,50,1.0,138752,0,True,True,False
100000697,0,29,0.0,102723,0,True,True,False
100000698,1,38,1.0,46297,0,False,False,True
100000699,0,24,0.0,96425,1,True,True,False
100000700,0,40,1.0,158197,1,True,False,False
100000701,1,29,1.0,98008,0,False,False,True
100000702,0,46,1.0,157473,0,True,True,False
100000703,1,47,2.0,149306,0,False,True,False
100000704,0,41,1.0,139236,1,True,True,False
100000705,1,32,1.0,125890,2,False,True,False
100000706,1,35,1.0,173124,1,False,True,False
100000707,0,24,0.0,164621,1,True,True,False
100000708,1,25,1.0,124539,1,False,True,False
100000709,1,25,1.0,107614,1,False,True,False
100000710,0,37,1.0,88849,0,True,False,True
100000711,0,32,0.0,148566,2,True,False,False
100000712,1,35,1.0,106515,2,False,True,False
100000713,0,46,1.0,150465,1,True,False,False
100000714,0,25,0.0,60868,0,True,False,True
100000715,0,27,0.0,255198,2,True,False,False
100000716,0,63,2.0,183178,1,True,True,False
100000717,0,40,1.0,121448,2,True,True,False
100000718,0,32,0.0,129975,2,True,False,False
100000719,0,31,0.0,132950,2,True,True,False
100000720,0,31,1.0,169314,1,False,True,False
100000721,0,34,1.0,147958,1,True,False,False
100000722,1,24,1.0,139896,2,False,True,False
100000723,1,24,1.0,68028,0,False,False,True
100000724,1,66,3.0,133328,0,False,False,True
100000725,1,21,1.0,108518,2,False,True,False
100000726,1,41,2.0,112700,0,False,False,True
100000727,0,47,2.0,110190,0,False,False,True
100000728,1,25,1.0,105104,1,False,True,False
100000729,1,59,2.0,184753,1,False,True,False
100000730,0,36,1.0,162521,2,False,True,False
100000731,0,33,1.0,156794,1,True,True,False
100000732,0,21,0.0,65827,0,True,False,True
100000733,1,44,2.0,88490,0,False,False,True
100000734,1,28,1.0,154919,2,False,True,False
100000735,1,37,1.0,129058,0,False,True,False
100000736,1,29,1.0,77532,0,False,False,True
100000737,1,23,1.0,235417,2,False,False,False
100000738,0,35,1.0,113468,0,True,False,True
100000739,0,45,1.0,190803,2,True,False,False
100000740,1,26,1.0,121423,0,False,False,True
100000741,0,32,0.0,121347,1,True,True,False
100000742,0,23,0.0,67408,0,True,False,True
100000743,0,41,1.0,123043,1,True,True,False
100000744,0,22,0.0,128387,2,True,True,False
100000745,0,30,0.0,250050,1,True,False,False
100000746,0,28,0.0,69588,0,True,False,True
100000747,1,23,1.0,109547,1,False,True,False
100000748,1,37,1.0,78840,0,False,False,True
100000749,0,26,0.0,131122,0,True,True,False
100000750,0,33,1.0,115403,1,True,True,False
100000751,1,49,2.0,110291,2,False,True,False
100000752,1,23,1.0,64811,0,False,False,True
100000753,1,23,1.0,86015,0,False,False,True
100000754,1,25,1.0,142438,2,False,True,False
100000755,0,55,1.0,159303,1,True,True,False
100000756,1,32,1.0,104957,1,False,True,False
100000757,0,74,2.0,89502,0,True,False,True
100000758,0,39,1.0,121313,1,True,True,False
100000759,0,31,0.0,98102,0,True,True,False
100000760,0,35,1.0,94554,1,True,True,False
100000761,1,59,2.0,162591,1,False,True,False
100000762,1,24,1.0,106629,2,False,True,False
100000763,0,24,0.0,70400,0,True,False,True
100000764,0,30,0.0,235660,2,True,False,False
100000765,0,27,1.0,121747,2,False,True,False
100000766,0,40,1.0,85060,0,False,False,True
100000767,0,31,1.0,87630,0,False,False,True
100000768,1,31,1.0,119673,0,False,True,False
100000769,0,28,0.0,126060,2,True,True,False
100000770,0,63,2.0,96145,0,True,False,True
100000771,1,26,1.0,114830,0,False,True,False
100000772,1,25,1.0,194461,2,False,False,False
100000773,0,36,1.0,150158,2,True,False,False
100000774,0,52,1.0,136323,2,True,True,False
100000775,0,66,2.0,111858,0,True,False,True
100000776,1,25,1.0,100198,0,False,True,False
100000777,0,37,1.0,123452,2,True,True,False
100000778,1,25,1.0,120723,1,False,True,False
100000779,0,38,1.0,215639,1,True,False,False
100000780,1,67,3.0,166712,1,False,True,False
100000781,0,25,0.0,136300,1,True,True,False
100000782,0,60,2.0,166988,2,True,True,False
100000783,0,31,0.0,77265,0,True,False,True
100000784,1,23,1.0,85967,0,False,False,True
100000785,0,60,2.0,212020,0,False,False,False
100000786,0,35,1.0,126054,0,True,False,True
100000787,0,40,1.0,144589,0,True,True,False
100000788,0,38,1.0,116723,1,True,True,False
100000789,0,50,1.0,168637,1,True,True,False
100000790,0,27,0.0,139119,1,True,True,False
100000791,1,39,2.0,118610,2,False,True,False
100000792,0,41,1.0,183312,2,True,False,False
100000793,0,27,1.0,96323,0,False,True,False
100000794,0,51,2.0,149510,2,False,True,False
100000795,0,32,0.0,141922,2,True,True,False
100000796,1,22,1.0,120233,0,False,True,False
100000797,0,51,1.0,172790,1,True,True,False
100000798,1,22,1.0,66720,0,False,False,True
100000799,0,54,2.0,113024,1,False,True,False
100000800,0,35,1.0,51791,0,True,False,True
100000801,0,54,1.0,118408,2,True,True,False
100000802,1,48,2.0,101616,0,False,False,True
100000803,1,24,1.0,127250,0,False,True,False
100000804,0,35,1.0,97290,0,True,True,False
100000805,1,24,1.0,106970,0,False,False,True
100000806,0,24,0.0,168147,2,True,True,False
100000807,0,26,1.0,68468,0,False,False,True
100000808,0,65,2.0,120780,2,True,True,False
100000809,0,55,1.0,231992,2,True,False,False
100000810,1,26,1.0,53903,0,False,False,True
100000811,0,26,1.0,101511,2,False,True,False
100000812,0,28,1.0,69046,0,False,False,True
100000813,0,24,0.0,171584,1,True,True,False
100000814,0,54,1.0,132367,2,True,True,False
100000815,0,46,1.0,134433,2,True,True,False
100000816,1,54,2.0,190518,0,False,True,False
100000817,0,62,2.0,152367,1,False,True,False
100000818,1,24,1.0,101157,1,False,True,False
100000819,0,43,2.0,279593,2,False,False,False
100000820,0,26,1.0,96716,2,False,True,False
100000821,0,27,1.0,95171,0,False,True,False
100000822,0,24,1.0,129162,2,False,True,False
100000823,0,41,1.0,118742,0,True,True,False
100000824,0,47,1.0,74511,0,True,False,True
100000825,0,35,1.0,157272,1,False,False,False
100000826,0,30,1.0,102374,0,False,True,False
100000827,1,33,1.0,131492,0,False,True,False
100000828,0,36,1.0,128702,2,True,True,False
100000829,0,47,1.0,177509,2,True,True,False
100000830,0,38,1.0,163451,1,True,True,False
100000831,0,44,1.0,144900,1,True,True,False
100000832,1,23,1.0,97115,2,False,True,False
100000833,0,29,0.0,196568,2,True,True,False
100000834,1,42,2.0,158405,0,False,True,False
100000835,1,25,1.0,97376,0,False,False,True
100000836,0,48,1.0,108678,1,True,True,False
100000837,1,21,1.0,92351,0,False,True,False
100000838,1,23,1.0,61211,0,False,False,True
100000839,0,63,2.0,138644,0,True,True,False
100000840,0,46,2.0,124824,2,False,True,False
100000841,0,29,0.0,132852,0,True,True,False
100000842,0,28,0.0,81069,0,True,False,True
100000843,1,23,1.0,104094,2,False,True,False
100000844,0,50,1.0,114853,0,True,True,False
100000845,0,47,1.0,130344,2,True,True,False
100000846,0,35,1.0,135090,0,True,True,False
100000847,0,68,2.0,179151,2,True,True,False
100000848,0,28,1.0,97390,1,False,True,False
100000849,0,59,2.0,120160,0,True,True,False
100000850,0,57,2.0,82277,0,True,False,True
100000851,0,33,1.0,110844,2,False,True,False
100000852,0,43,1.0,133105,0,True,True,False
100000853,0,35,1.0,102042,0,True,True,False
100000854,0,32,0.0,69370,0,True,False,True
100000855,0,45,1.0,200298,1,True,True,False
100000856,0,33,1.0,117039,2,False,True,False
100000857,1,40,2.0,107585,2,False,True,False
100000858,0,28,0.0,114429,0,True,True,False
100000859,1,29,1.0,128234,2,False,True,False
100000860,0,26,0.0,128580,2,True,True,False
100000861,0,27,0.0,177757,1,True,True,False
100000862,0,28,1.0,106222,0,False,True,False
100000863,1,35,1.0,118428,2,False,True,False
100000864,0,32,0.0,139477,0,True,False,True
100000865,0,25,0.0,71159,0,True,False,True
100000866,1,20,1.0,131370,2,False,True,False
100000867,1,27,1.0,111567,2,False,True,False
100000868,0,42,1.0,125482,2,True,True,False
100000869,0,37,1.0,160642,2,True,True,False
100000870,1,24,1.0,92498,0,False,True,False
100000871,1,40,2.0,199711,2,False,True,False
100000872,0,46,1.0,127588,2,True,True,False
100000873,0,26,0.0,107508,2,True,True,False
100000874,1,24,1.0,94629,2,False,True,False
100000875,0,29,0.0,87598,2,True,False,True
100000876,1,40,2.0,161194,1,False,True,False
100000877,0,36,1.0,137342,2,True,False,False
100000878,0,28,0.0,116848,1,True,True,False
100000879,0,27,0.0,125190,1,True,False,False
100000880,0,36,1.0,153441,0,True,True,False
100000881,0,38,1.0,195328,2,True,False,False
100000882,0,48,2.0,190413,0,False,True,False
100000883,0,36,1.0,118656,1,True,True,False
100000884,1,65,3.0,69487,0,False,False,True
100000885,0,43,2.0,145313,1,False,True,False
100000886,1,53,2.0,117005,1,False,True,False
100000887,0,34,1.0,123243,1,True,True,False
100000888,0,23,0.0,237799,1,True,True,False
100000889,0,34,1.0,180617,2,True,False,False
100000890,0,40,1.0,167019,0,True,True,False
100000891,0,43,1.0,147745,2,True,False,False
100000892,0,46,1.0,114254,1,True,True,False
100000893,0,38,1.0,81155,0,True,False,True
100000894,0,34,1.0,151803,2,True,True,False
100000895,0,29,0.0,94356,2,True,True,False
100000896,0,31,0.0,200621,2,True,False,False
100000897,1,28,1.0,144448,1,False,False,False
100000898,1,35,1.0,150797,0,False,True,False
100000899,1,33,1.0,84404,0,False,False,True
100000900,0,42,1.0,133373,2,True,True,False
100000901,0,43,1.0,119502,2,True,True,False
100000902,0,44,2.0,131619,0,False,True,False
100000903,0,42,1.0,194084,2,True,True,False
100000904,0,40,1.0,108278,1,False,True,False
100000905,0,36,1.0,130987,1,True,False,False
100000906,0,20,0.0,116582,2,True,False,False
100000907,0,24,0.0,85270,0,True,False,True
100000908,0,27,1.0,129227,0,False,True,False
100000909,1,46,2.0,108291,0,False,False,True
100000910,1,33,1.0,103091,0,False,False,True
100000911,1,34,1.0,136975,1,False,True,False
100000912,1,25,1.0,111502,0,False,False,True
100000913,1,25,1.0,124750,1,False,True,False
100000914,0,28,1.0,146463,2,False,True,False
100000915,0,31,0.0,115075,0,True,True,False
100000916,1,32,1.0,308491,1,False,False,False
100000917,0,32,0.0,126368,0,True,True,False
100000918,0,68,2.0,287247,2,True,False,False
100000919,0,33,1.0,125535,2,False,True,False
100000920,0,39,1.0,153223,2,True,False,False
100000921,1,28,1.0,106873,1,False,True,False
100000922,0,37,1.0,268906,1,True,False,False
100000923,1,22,1.0,97757,2,False,True,False
100000924,0,30,0.0,112151,1,True,True,False
100000925,0,55,2.0,172909,0,False,True,False
100000926,0,46,1.0,103387,1,True,True,False
100000927,1,21,1.0,93916,2,False,True,False
100000928,0,39,1.0,189963,2,True,True,False
100000929,0,58,2.0,124191,0,True,True,False
100000930,0,43,1.0,77205,0,True,False,True
100000931,0,24,0.0,65917,0,True,False,True
100000932,1,22,1.0,109676,0,False,True,False
100000933,0,30,0.0,95682,2,True,True,False
100000934,0,42,1.0,125516,2,True,True,False
100000935,1,23,1.0,99822,0,False,True,False
100000936,0,30,0.0,154854,1,True,False,False
100000937,1,28,1.0,84582,0,False,False,True
100000938,0,30,1.0,145800,0,False,False,False
100000939,0,42,1.0,162869,1,True,True,False
100000940,0,46,1.0,192379,2,True,False,False
100000941,0,45,1.0,159757,2,True,False,False
100000942,0,31,0.0,69571,0,True,False,True
100000943,0,31,0.0,93648,2,True,True,False
100000944,0,42,1.0,77472,0,True,False,True
100000945,1,46,2.0,121501,0,False,True,False
100000946,1,30,1.0,207262,0,False,True,False
100000947,0,30,0.0,143082,2,True,True,False
100000948,0,38,1.0,147760,1,True,False,False
100000949,0,43,2.0,82082,0,False,False,True
100000950,0,31,0.0,132991,1,True,True,False
100000951,0,40,1.0,78436,0,False,False,True
100000952,0,24,0.0,99737,2,True,True,False
100000953,1,28,1.0,164915,0,False,True,False
100000954,1,26,1.0,223185,1,False,False,False
100000955,1,29,1.0,108400,2,False,True,False
100000956,1,57,2.0,194882,1,False,False,False
100000957,0,49,1.0,122186,0,True,False,True
100000958,0,37,1.0,79594,0,True,False,True
100000959,0,45,1.0,104355,0,True,False,True
100000960,0,30,0.0,135894,2,True,True,False
100000961,0,30,1.0,103699,1,False,True,False
100000962,0,47,2.0,132145,1,False,True,False
100000963,0,29,0.0,117272,2,True,True,False
100000964,0,35,1.0,137932,0,True,True,False
100000965,0,22,1.0,63972,0,False,False,True
100000966,1,26,1.0,113299,2,False,True,False
100000967,0,23,0.0,108540,0,True,False,True
100000968,1,54,2.0,174424,2,False,False,False
100000969,0,29,1.0,154991,2,False,True,False
100000970,0,40,1.0,99723,0,True,False,True
100000971,0,22,0.0,114584,2,True,True,False
100000972,0,43,1.0,135275,0,True,False,True
100000973,1,29,1.0,41680,0,False,False,True
100000974,0,36,1.0,158769,1,True,True,False
100000975,1,33,1.0,120596,0,False,True,False
100000976,1,57,2.0,139641,0,False,False,True
100000977,1,64,3.0,134377,0,False,True,False
100000978,0,42,1.0,125804,2,True,True,False
100000979,0,47,1.0,91858,0,True,False,True
100000980,0,25,1.0,117641,2,False,True,False
100000981,0,49,1.0,188594,1,True,True,False
100000982,0,33,1.0,162827,2,True,False,False
100000983,1,28,1.0,178991,2,False,False,False
100000984,0,26,0.0,159739,1,True,True,False
100000985,0,30,0.0,73401,0,True,False,True
100000986,1,25,1.0,100794,2,False,True,False
100000987,0,33,1.0,167763,1,False,True,False
100000988,1,64,3.0,145174,0,False,True,False
100000989,0,29,0.0,176292,1,True,False,False
100000990,0,48,1.0,94024,0,True,False,True
100000991,0,37,1.0,93740,0,True,False,True
100000992,0,34,1.0,85685,0,True,False,True
100000993,0,23,1.0,69997,0,False,False,True
100000994,0,30,0.0,151938,2,True,False,False
100000995,0,50,1.0,122830,1,True,True,False
100000996,1,31,1.0,78489,0,False,False,True
100000997,0,40,1.0,161999,1,False,False,False
100000998,0,38,1.0,98032,2,True,True,False
100000999,0,23,0.0,96060,0,True,True,False
100001000,0,27,0.0,147968,1,True,True,False
100001001,1,63,2.0,134853,1,False,True,False
100001002,0,66,2.0,157576,2,True,False,False
100001003,0,43,2.0,203738,1,False,False,False
100001004,0,44,2.0,280570,2,False,False,False
100001005,0,65,3.0,69487,2,False,False,True
100001006,1,73,3.0,214126,1,False,False,False
100001007,0,60,2.0,136671,1,True,True,False
100001008,0,62,2.0,174337,1,False,True,False
100001009,1,58,2.0,126710,1,False,True,False
100001010,1,43,2.0,167139,2,False,False,False
100001011,0,64,2.0,122094,2,True,True,False
100001012,0,37,3.0,170113,2,False,False,False
100001013,1,46,2.0,192698,1,False,False,False
100001014,0,57,2.0,144197,2,False,True,False
100001015,0,51,2.0,133623,1,False,True,False
100001016,1,32,3.0,171052,2,False,False,False
100001017,0,64,2.0,130492,2,True,True,False
100001018,0,68,2.0,135705,1,True,True,False
100001019,1,55,2.0,171804,2,False,False,False
100001020,0,73,2.0,192167,1,True,False,False
100001021,1,34,3.0,134377,2,False,True,False
100001022,0,44,2.0,146716,1,False,True,False
100001023,0,58,2.0,267872,1,True,True,False
100001024,1,65,2.0,142193,1,False,False,True
100001025,1,56,2.0,183765,1,False,True,False
100001026,1,42,2.0,218664,2,False,False,False
100001027,1,65,3.0,145174,2,False,True,False
100001028,0,72,2.0,224961,2,True,False,False
100001029,1,45,2.0,262634,2,False,False,False
100001030,0,68,2.0,287106,2,True,False,False
100001031,0,60,2.0,166298,1,True,False,False
100001032,1,30,3.0,133328,2,False,False,True
100001033,0,63,2.0,129798,1,True,True,False
100001034,0,57,2.0,281084,1,True,False,False
100001035,1,46,2.0,160678,2,False,True,False
100001036,1,70,3.0,167532,1,False,True,False
100001037,0,65,2.0,178591,2,True,True,False
100001038,0,63,2.0,273063,2,True,False,False
100001039,0,54,2.0,149410,2,False,True,False
100001040,0,49,2.0,124658,2,False,True,False
100001041,1,64,2.0,153645,2,False,True,False
100001042,1,61,2.0,308529,2,False,False,False
100001043,1,57,2.0,155062,2,False,True,False
100001044,1,42,2.0,199654,2,False,True,False
100001045,0,62,2.0,124723,2,True,True,False
100001046,1,41,2.0,127752,2,False,True,False
100001047,1,51,2.0,157595,1,False,False,False
100001048,1,38,2.0,135534,2,False,True,False
100001049,1,56,2.0,166264,2,False,False,False
100001050,1,43,2.0,147259,1,False,True,False
100001051,1,48,2.0,161116,1,False,True,False
100001052,0,61,2.0,139380,1,True,True,False
100001053,0,48,2.0,213768,2,False,False,False
100001054,0,68,2.0,125903,2,True,True,False
100001055,1,62,2.0,163940,1,False,True,False
100001056,1,56,2.0,173378,2,False,False,False
100001057,1,53,2.0,126847,1,False,True,False
100001058,0,33,3.0,166712,2,False,True,False
100001059,1,60,2.0,189166,1,False,True,False
100001060,1,47,2.0,161714,1,False,True,False
100001061,0,25,3.0,214364,2,False,False,False
100001062,0,64,2.0,184680,1,True,True,False
100001063,0,73,2.0,214732,1,True,False,False
100001064,0,66,2.0,152527,1,False,True,False
100001065,1,76,3.0,170366,1,False,False,False
100001066,1,60,2.0,194532,1,False,False,False
100001067,1,57,2.0,125883,2,False,True,False
100001068,0,30,3.0,131242,2,False,True,False
100001069,0,43,2.0,159880,1,False,False,False
100001070,0,57,2.0,165519,2,True,True,False
100001071,0,51,2.0,149653,1,False,True,False
100001072,1,61,2.0,134102,1,False,True,False
100001073,0,64,2.0,159378,2,True,False,False
100001074,0,41,2.0,205476,1,False,False,False
100001075,0,43,2.0,280566,2,False,False,False
100001076,0,67,3.0,71823,2,False,False,True
100001077,1,71,3.0,211572,1,False,False,False
100001078,0,59,2.0,136123,1,True,True,False
100001079,0,60,2.0,176372,1,False,True,False
100001080,1,60,2.0,128271,1,False,True,False
100001081,1,45,2.0,169020,2,False,False,False
100001082,0,63,2.0,122267,2,True,True,False
100001083,0,38,3.0,169324,2,False,False,False
100001084,1,46,2.0,192561,1,False,False,False
100001085,0,55,2.0,145781,2,False,True,False
100001086,0,50,2.0,135376,1,False,True,False
100001087,1,30,3.0,169002,2,False,False,False
100001088,0,63,2.0,128469,2,True,True,False
100001089,0,67,2.0,135567,1,True,True,False
100001090,1,54,2.0,170644,2,False,False,False
100001091,0,71,2.0,192360,1,True,False,False
100001092,1,32,3.0,133235,2,False,True,False
100001093,1,45,2.0,260847,2,False,False,False
100001094,0,65,2.0,285647,2,True,False,False
100001095,0,62,2.0,164816,1,True,False,False
100001096,1,28,3.0,130148,2,False,False,True
100001097,0,65,2.0,129838,1,True,True,False
100001098,0,57,2.0,281647,1,True,False,False
100001099,1,48,2.0,157305,2,False,True,False
100001100,1,71,3.0,163654,1,False,True,False
100001101,0,38,1.0,82398,1,True,True,False
100001102,0,40,1.0,107710,1,False,True,False
100001103,0,49,1.0,122346,1,True,True,False
100001104,0,32,1.0,155540,1,False,False,False
100001105,0,45,1.0,127572,1,True,True,False
100001106,0,40,1.0,154031,1,True,False,False
100001107,0,66,2.0,164931,2,True,False,False
100001108,0,38,1.0,123003,2,True,True,False
100001109,0,20,1.0,89605,1,False,True,False
100001110,0,48,1.0,117721,1,True,True,False
100001111,0,46,2.0,168904,1,False,False,False
100001112,0,32,1.0,137576,2,True,False,False
100001113,0,54,1.0,111274,1,True,True,False
100001114,0,24,1.0,94249,2,False,False,False
100001115,0,27,1.0,180940,1,False,False,False
100001116,0,57,1.0,125032,2,True,True,False
100001117,0,38,1.0,138011,1,True,False,False
100001118,0,40,1.0,144850,1,True,True,False
100001119,0,20,1.0,107270,2,False,True,False
100001120,0,36,1.0,113405,2,True,False,False
100001121,0,47,1.0,137338,2,True,True,False
100001122,0,64,2.0,125119,2,True,False,True
100001123,0,42,1.0,159745,2,True,False,False
100001124,0,44,1.0,181262,2,True,False,False
100001125,0,30,1.0,90500,2,False,False,False
100001126,0,37,1.0,102733,1,True,True,False
100001127,0,42,1.0,135493,2,True,True,False
100001128,0,62,2.0,169044,1,False,True,False
100001129,0,49,1.0,178549,2,True,True,False
100001130,0,52,1.0,159716,2,True,True,False
100001131,0,36,1.0,170118,1,False,False,False
100001132,0,49,1.0,143886,1,True,False,True
100001133,0,42,1.0,130164,2,True,False,False
100001134,0,38,1.0,114476,1,True,True,False
100001135,0,50,1.0,126143,1,True,True,False
100001136,0,34,1.0,129654,2,False,False,False
100001137,0,43,1.0,123202,2,True,True,False
100001138,0,40,1.0,160524,1,True,True,False
100001139,0,56,2.0,126906,1,True,True,False
100001140,0,41,1.0,143994,2,True,False,False
100001141,0,30,1.0,123517,2,False,False,False
100001142,0,28,1.0,129055,2,False,True,False
100001143,0,64,2.0,136312,2,True,False,True
100001144,0,67,2.0,112486,2,True,True,False
100001145,0,37,1.0,152401,1,True,False,False
100001146,0,31,1.0,157453,1,True,False,False
100001147,0,32,1.0,142870,2,True,False,False
100001148,0,52,2.0,137231,2,False,True,False
100001149,0,31,1.0,104406,1,False,True,False
100001150,0,36,1.0,145385,1,True,False,False
100001151,0,32,1.0,146519,1,False,False,False
100001152,0,51,1.0,126227,2,True,True,False
100001153,0,47,1.0,112227,1,True,False,False
100001154,0,34,1.0,110145,2,False,True,False
100001155,0,46,2.0,149419,1,False,True,False
100001156,0,42,1.0,176646,1,False,True,False
100001157,0,39,1.0,91019,1,True,False,False
100001158,0,50,1.0,169579,2,True,True,False
100001159,0,42,1.0,142305,2,True,True,False
100001160,0,36,1.0,130602,1,False,True,False
100001161,0,18,1.0,98992,1,False,True,False
100001162,0,35,1.0,181926,2,True,False,False
100001163,0,38,1.0,152864,2,True,True,False
100001164,0,39,1.0,135837,2,True,False,False
100001165,0,24,1.0,121757,2,False,False,True
100001166,0,41,1.0,182274,1,True,True,False
100001167,0,36,1.0,149040,2,True,False,False
100001168,0,37,1.0,154196,2,True,False,False
100001169,0,45,2.0,135332,1,False,True,False
100001170,0,41,1.0,134200,2,True,False,False
100001171,0,36,1.0,177171,2,True,False,False
100001172,0,38,1.0,115964,2,True,False,True
100001173,0,38,1.0,136871,1,True,False,True
100001174,0,53,2.0,159559,2,False,False,False
100001175,0,35,1.0,113878,2,True,True,False
100001176,0,48,1.0,171203,2,True,False,False
100001177,0,36,1.0,102180,2,True,True,False
100001178,0,22,1.0,116844,1,False,False,False
100001179,0,35,1.0,139844,2,True,False,False
100001180,0,42,1.0,156431,1,True,False,True
100001181,0,39,1.0,116137,1,True,False,True
100001182,0,31,1.0,143081,1,True,True,False
100001183,0,33,1.0,155870,2,True,False,False
100001184,0,31,1.0,106924,1,False,False,True
100001185,0,42,1.0,102133,1,True,True,False
100001186,0,61,2.0,145227,1,True,False,True
100001187,0,38,1.0,159500,2,True,False,False
100001188,0,33,1.0,98498,1,True,False,True
100001189,0,48,1.0,159714,2,True,True,False
100001190,0,31,1.0,121852,1,True,False,True
100001191,0,52,1.0,141271,2,True,False,False
100001192,0,27,1.0,123213,2,False,True,False
100001193,0,40,1.0,143723,1,True,False,False
100001194,0,34,1.0,112538,1,True,False,True
100001195,0,26,1.0,97932,2,False,False,False
100001196,0,30,1.0,154003,1,True,False,True
100001197,0,53,1.0,177179,1,True,True,False
100001198,0,45,1.0,128052,2,True,True,False
100001199,0,32,1.0,114617,1,True,False,False
100001200,0,35,1.0,182822,2,True,False,False
100001201,0,26,1.0,177215,2,False,True,False
100001202,0,30,1.0,110929,1,True,True,False
100001203,0,37,1.0,111821,1,True,True,False
100001204,0,32,1.0,97306,1,True,False,False
100001205,0,40,1.0,157231,1,False,True,False
100001206,0,44,1.0,126906,2,True,False,True
100001207,0,43,1.0,133243,2,True,True,False
100001208,0,51,1.0,112250,1,True,True,False
100001209,0,37,1.0,104349,1,True,False,True
